,Item 1,Item 2,Equality,device1,device2
1156,210,350,1,iPhoneXSMax_M,iPhoneXSMax_M
1157,210,350,1,iPhoneXSMax_M,iPhoneXSMax_M
1158,210,424,1,iPhoneXSMax_M,iPhoneXSMax_M
1159,210,424,1,iPhoneXSMax_M,iPhoneXSMax_M
1160,350,919,1,iPhoneXSMax_M,iPhoneXSMax_M
1161,350,919,1,iPhoneXSMax_M,iPhoneXSMax_M
1162,390,520,1,iPhoneXSMax_M,iPhoneXSMax_M
1163,390,520,1,iPhoneXSMax_M,iPhoneXSMax_M
1164,330,386,1,iPhoneXSMax_M,iPhoneXSMax_M
1165,330,386,1,iPhoneXSMax_M,iPhoneXSMax_M
1166,903,913,1,iPhoneXSMax_M,iPhoneXSMax_M
1167,903,913,1,iPhoneXSMax_M,iPhoneXSMax_M
1168,115,919,1,iPhoneXSMax_M,iPhoneXSMax_M
1169,115,919,1,iPhoneXSMax_M,iPhoneXSMax_M
1170,386,452,1,iPhoneXSMax_M,iPhoneXSMax_M
1171,386,452,1,iPhoneXSMax_M,iPhoneXSMax_M
1172,32,414,1,iPhoneXSMax_M,iPhoneXSMax_M
1173,32,414,1,iPhoneXSMax_M,iPhoneXSMax_M
1174,168,320,1,iPhoneXSMax_M,iPhoneXSMax_M
1175,168,320,1,iPhoneXSMax_M,iPhoneXSMax_M
1176,187,333,1,iPhoneXSMax_M,iPhoneXSMax_M
1177,187,333,1,iPhoneXSMax_M,iPhoneXSMax_M
1178,181,554,1,iPhoneXSMax_M,iPhoneXSMax_M
1179,181,554,1,iPhoneXSMax_M,iPhoneXSMax_M
1180,152,320,1,iPhoneXSMax_M,iPhoneXSMax_M
1181,152,320,1,iPhoneXSMax_M,iPhoneXSMax_M
1182,115,528,1,iPhoneXSMax_M,iPhoneXSMax_M
1183,115,528,1,iPhoneXSMax_M,iPhoneXSMax_M
1184,333,532,1,iPhoneXSMax_M,iPhoneXSMax_M
1185,333,532,1,iPhoneXSMax_M,iPhoneXSMax_M
1186,115,913,1,iPhoneXSMax_M,iPhoneXSMax_M
1187,115,913,1,iPhoneXSMax_M,iPhoneXSMax_M
1188,386,919,1,iPhoneXSMax_M,iPhoneXSMax_M
1189,386,919,1,iPhoneXSMax_M,iPhoneXSMax_M
1190,134,181,1,iPhoneXSMax_M,iPhoneXSMax_M
1191,134,181,1,iPhoneXSMax_M,iPhoneXSMax_M
1192,386,903,1,iPhoneXSMax_M,iPhoneXSMax_M
1193,386,903,1,iPhoneXSMax_M,iPhoneXSMax_M
1194,390,552,1,iPhoneXSMax_M,iPhoneXSMax_M
1195,390,552,1,iPhoneXSMax_M,iPhoneXSMax_M
1196,424,552,1,iPhoneXSMax_M,iPhoneXSMax_M
1197,424,552,1,iPhoneXSMax_M,iPhoneXSMax_M
1198,115,350,1,iPhoneXSMax_M,iPhoneXSMax_M
1199,115,350,1,iPhoneXSMax_M,iPhoneXSMax_M
1200,381,440,1,iPhoneXSMax_M,iPhoneXSMax_M
1201,381,440,1,iPhoneXSMax_M,iPhoneXSMax_M
1202,149,414,1,iPhoneXSMax_M,iPhoneXSMax_M
1203,149,414,1,iPhoneXSMax_M,iPhoneXSMax_M
1204,157,508,1,iPhoneXSMax_M,iPhoneXSMax_M
1205,157,508,1,iPhoneXSMax_M,iPhoneXSMax_M
1206,118,184,1,iPhoneXSMax_M,iPhoneXSMax_M
1207,118,184,1,iPhoneXSMax_M,iPhoneXSMax_M
1208,103,152,1,iPhoneXSMax_M,iPhoneXSMax_M
1209,103,152,1,iPhoneXSMax_M,iPhoneXSMax_M
1210,440,528,1,iPhoneXSMax_M,iPhoneXSMax_M
1211,440,528,1,iPhoneXSMax_M,iPhoneXSMax_M
1212,149,440,1,iPhoneXSMax_M,iPhoneXSMax_M
1213,149,440,1,iPhoneXSMax_M,iPhoneXSMax_M
1214,32,552,1,iPhoneXSMax_M,iPhoneXSMax_M
1215,32,552,1,iPhoneXSMax_M,iPhoneXSMax_M
1216,149,386,1,iPhoneXSMax_M,iPhoneXSMax_M
1217,149,386,1,iPhoneXSMax_M,iPhoneXSMax_M
1218,149,168,1,iPhoneXSMax_M,iPhoneXSMax_M
1219,149,168,1,iPhoneXSMax_M,iPhoneXSMax_M
1220,381,508,1,iPhoneXSMax_M,iPhoneXSMax_M
1221,381,508,1,iPhoneXSMax_M,iPhoneXSMax_M
1222,134,156,1,iPhoneXSMax_M,iPhoneXSMax_M
1223,134,156,1,iPhoneXSMax_M,iPhoneXSMax_M
1224,181,247,1,iPhoneXSMax_M,iPhoneXSMax_M
1225,181,247,1,iPhoneXSMax_M,iPhoneXSMax_M
1226,118,424,1,iPhoneXSMax_M,iPhoneXSMax_M
1227,118,424,1,iPhoneXSMax_M,iPhoneXSMax_M
1228,157,247,1,iPhoneXSMax_M,iPhoneXSMax_M
1229,157,247,1,iPhoneXSMax_M,iPhoneXSMax_M
1230,168,386,1,iPhoneXSMax_M,iPhoneXSMax_M
1231,168,386,1,iPhoneXSMax_M,iPhoneXSMax_M
1232,103,350,1,iPhoneXSMax_M,iPhoneXSMax_M
1233,103,350,1,iPhoneXSMax_M,iPhoneXSMax_M
1234,32,523,1,iPhoneXSMax_M,iPhoneXSMax_M
1235,32,523,1,iPhoneXSMax_M,iPhoneXSMax_M
1236,149,257,1,iPhoneXSMax_M,iPhoneXSMax_M
1237,149,257,1,iPhoneXSMax_M,iPhoneXSMax_M
1238,152,452,1,iPhoneXSMax_M,iPhoneXSMax_M
1239,152,452,1,iPhoneXSMax_M,iPhoneXSMax_M
1240,157,381,1,iPhoneXSMax_M,iPhoneXSMax_M
1241,157,381,1,iPhoneXSMax_M,iPhoneXSMax_M
1242,134,415,1,iPhoneXSMax_M,iPhoneXSMax_M
1243,134,415,1,iPhoneXSMax_M,iPhoneXSMax_M
1244,157,919,1,iPhoneXSMax_M,iPhoneXSMax_M
1245,157,919,1,iPhoneXSMax_M,iPhoneXSMax_M
1246,320,520,1,iPhoneXSMax_M,iPhoneXSMax_M
1247,320,520,1,iPhoneXSMax_M,iPhoneXSMax_M
1248,257,414,1,iPhoneXSMax_M,iPhoneXSMax_M
1249,257,414,1,iPhoneXSMax_M,iPhoneXSMax_M
1250,181,386,1,iPhoneXSMax_M,iPhoneXSMax_M
1251,181,386,1,iPhoneXSMax_M,iPhoneXSMax_M
1252,228,913,1,iPhoneXSMax_M,iPhoneXSMax_M
1253,228,913,1,iPhoneXSMax_M,iPhoneXSMax_M
1254,181,213,1,iPhoneXSMax_M,iPhoneXSMax_M
1255,181,213,1,iPhoneXSMax_M,iPhoneXSMax_M
1256,168,210,1,iPhoneXSMax_M,iPhoneXSMax_M
1257,168,210,1,iPhoneXSMax_M,iPhoneXSMax_M
1258,118,414,1,iPhoneXSMax_M,iPhoneXSMax_M
1259,118,414,1,iPhoneXSMax_M,iPhoneXSMax_M
1260,224,257,1,iPhoneXSMax_M,iPhoneXSMax_M
1261,224,257,1,iPhoneXSMax_M,iPhoneXSMax_M
1262,181,381,1,iPhoneXSMax_M,iPhoneXSMax_M
1263,181,381,1,iPhoneXSMax_M,iPhoneXSMax_M
1264,257,915,1,iPhoneXSMax_M,iPhoneXSMax_M
1265,257,915,1,iPhoneXSMax_M,iPhoneXSMax_M
1266,181,224,1,iPhoneXSMax_M,iPhoneXSMax_M
1267,181,224,1,iPhoneXSMax_M,iPhoneXSMax_M
1268,187,228,1,iPhoneXSMax_M,iPhoneXSMax_M
1269,187,228,1,iPhoneXSMax_M,iPhoneXSMax_M
1270,330,350,1,iPhoneXSMax_M,iPhoneXSMax_M
1271,330,350,1,iPhoneXSMax_M,iPhoneXSMax_M
1272,115,523,1,iPhoneXSMax_M,iPhoneXSMax_M
1273,115,523,1,iPhoneXSMax_M,iPhoneXSMax_M
1274,168,187,1,iPhoneXSMax_M,iPhoneXSMax_M
1275,168,187,1,iPhoneXSMax_M,iPhoneXSMax_M
1276,247,552,1,iPhoneXSMax_M,iPhoneXSMax_M
1277,247,552,1,iPhoneXSMax_M,iPhoneXSMax_M
1278,228,440,1,iPhoneXSMax_M,iPhoneXSMax_M
1279,228,440,1,iPhoneXSMax_M,iPhoneXSMax_M
1280,386,424,1,iPhoneXSMax_M,iPhoneXSMax_M
1281,386,424,1,iPhoneXSMax_M,iPhoneXSMax_M
1282,320,554,1,iPhoneXSMax_M,iPhoneXSMax_M
1283,320,554,1,iPhoneXSMax_M,iPhoneXSMax_M
1284,210,390,1,iPhoneXSMax_M,iPhoneXSMax_M
1285,210,390,1,iPhoneXSMax_M,iPhoneXSMax_M
1286,134,520,1,iPhoneXSMax_M,iPhoneXSMax_M
1287,134,520,1,iPhoneXSMax_M,iPhoneXSMax_M
1288,103,913,1,iPhoneXSMax_M,iPhoneXSMax_M
1289,103,913,1,iPhoneXSMax_M,iPhoneXSMax_M
1290,228,552,1,iPhoneXSMax_M,iPhoneXSMax_M
1291,228,552,1,iPhoneXSMax_M,iPhoneXSMax_M
1292,134,919,1,iPhoneXSMax_M,iPhoneXSMax_M
1293,134,919,1,iPhoneXSMax_M,iPhoneXSMax_M
1294,134,330,1,iPhoneXSMax_M,iPhoneXSMax_M
1295,134,330,1,iPhoneXSMax_M,iPhoneXSMax_M
1296,134,528,1,iPhoneXSMax_M,iPhoneXSMax_M
1297,134,528,1,iPhoneXSMax_M,iPhoneXSMax_M
1298,187,247,1,iPhoneXSMax_M,iPhoneXSMax_M
1299,187,247,1,iPhoneXSMax_M,iPhoneXSMax_M
1300,257,381,1,iPhoneXSMax_M,iPhoneXSMax_M
1301,257,381,1,iPhoneXSMax_M,iPhoneXSMax_M
1302,224,523,1,iPhoneXSMax_M,iPhoneXSMax_M
1303,224,523,1,iPhoneXSMax_M,iPhoneXSMax_M
1304,228,528,1,iPhoneXSMax_M,iPhoneXSMax_M
1305,228,528,1,iPhoneXSMax_M,iPhoneXSMax_M
1306,213,915,1,iPhoneXSMax_M,iPhoneXSMax_M
1307,213,915,1,iPhoneXSMax_M,iPhoneXSMax_M
1308,134,210,1,iPhoneXSMax_M,iPhoneXSMax_M
1309,134,210,1,iPhoneXSMax_M,iPhoneXSMax_M
1310,213,247,1,iPhoneXSMax_M,iPhoneXSMax_M
1311,213,247,1,iPhoneXSMax_M,iPhoneXSMax_M
1312,508,903,1,iPhoneXSMax_M,iPhoneXSMax_M
1313,508,903,1,iPhoneXSMax_M,iPhoneXSMax_M
1314,210,333,1,iPhoneXSMax_M,iPhoneXSMax_M
1315,210,333,1,iPhoneXSMax_M,iPhoneXSMax_M
1316,213,508,1,iPhoneXSMax_M,iPhoneXSMax_M
1317,213,508,1,iPhoneXSMax_M,iPhoneXSMax_M
1318,330,390,1,iPhoneXSMax_M,iPhoneXSMax_M
1319,330,390,1,iPhoneXSMax_M,iPhoneXSMax_M
1320,115,152,1,iPhoneXSMax_M,iPhoneXSMax_M
1321,115,152,1,iPhoneXSMax_M,iPhoneXSMax_M
1322,386,552,1,iPhoneXSMax_M,iPhoneXSMax_M
1323,386,552,1,iPhoneXSMax_M,iPhoneXSMax_M
1324,386,913,1,iPhoneXSMax_M,iPhoneXSMax_M
1325,386,913,1,iPhoneXSMax_M,iPhoneXSMax_M
1326,149,156,1,iPhoneXSMax_M,iPhoneXSMax_M
1327,149,156,1,iPhoneXSMax_M,iPhoneXSMax_M
1328,224,508,1,iPhoneXSMax_M,iPhoneXSMax_M
1329,224,508,1,iPhoneXSMax_M,iPhoneXSMax_M
1330,32,157,1,iPhoneXSMax_M,iPhoneXSMax_M
1331,32,157,1,iPhoneXSMax_M,iPhoneXSMax_M
1332,152,168,1,iPhoneXSMax_M,iPhoneXSMax_M
1333,152,168,1,iPhoneXSMax_M,iPhoneXSMax_M
1334,187,508,1,iPhoneXSMax_M,iPhoneXSMax_M
1335,187,508,1,iPhoneXSMax_M,iPhoneXSMax_M
1336,32,330,1,iPhoneXSMax_M,iPhoneXSMax_M
1337,32,330,1,iPhoneXSMax_M,iPhoneXSMax_M
1338,152,440,1,iPhoneXSMax_M,iPhoneXSMax_M
1339,152,440,1,iPhoneXSMax_M,iPhoneXSMax_M
1340,381,390,1,iPhoneXSMax_M,iPhoneXSMax_M
1341,381,390,1,iPhoneXSMax_M,iPhoneXSMax_M
1342,103,210,1,iPhoneXSMax_M,iPhoneXSMax_M
1343,103,210,1,iPhoneXSMax_M,iPhoneXSMax_M
1344,528,903,1,iPhoneXSMax_M,iPhoneXSMax_M
1345,528,903,1,iPhoneXSMax_M,iPhoneXSMax_M
1346,134,350,1,iPhoneXSMax_M,iPhoneXSMax_M
1347,134,350,1,iPhoneXSMax_M,iPhoneXSMax_M
1348,520,903,1,iPhoneXSMax_M,iPhoneXSMax_M
1349,520,903,1,iPhoneXSMax_M,iPhoneXSMax_M
1350,156,181,1,iPhoneXSMax_M,iPhoneXSMax_M
1351,156,181,1,iPhoneXSMax_M,iPhoneXSMax_M
1352,213,913,1,iPhoneXSMax_M,iPhoneXSMax_M
1353,213,913,1,iPhoneXSMax_M,iPhoneXSMax_M
1354,350,440,1,iPhoneXSMax_M,iPhoneXSMax_M
1355,350,440,1,iPhoneXSMax_M,iPhoneXSMax_M
1356,32,333,1,iPhoneXSMax_M,iPhoneXSMax_M
1357,32,333,1,iPhoneXSMax_M,iPhoneXSMax_M
1358,390,919,1,iPhoneXSMax_M,iPhoneXSMax_M
1359,390,919,1,iPhoneXSMax_M,iPhoneXSMax_M
1360,103,452,1,iPhoneXSMax_M,iPhoneXSMax_M
1361,103,452,1,iPhoneXSMax_M,iPhoneXSMax_M
1362,224,919,1,iPhoneXSMax_M,iPhoneXSMax_M
1363,224,919,1,iPhoneXSMax_M,iPhoneXSMax_M
1364,149,919,1,iPhoneXSMax_M,iPhoneXSMax_M
1365,149,919,1,iPhoneXSMax_M,iPhoneXSMax_M
1366,134,390,1,iPhoneXSMax_M,iPhoneXSMax_M
1367,134,390,1,iPhoneXSMax_M,iPhoneXSMax_M
1368,333,415,1,iPhoneXSMax_M,iPhoneXSMax_M
1369,333,415,1,iPhoneXSMax_M,iPhoneXSMax_M
1370,224,452,1,iPhoneXSMax_M,iPhoneXSMax_M
1371,224,452,1,iPhoneXSMax_M,iPhoneXSMax_M
1372,414,440,1,iPhoneXSMax_M,iPhoneXSMax_M
1373,414,440,1,iPhoneXSMax_M,iPhoneXSMax_M
1374,103,134,1,iPhoneXSMax_M,iPhoneXSMax_M
1375,103,134,1,iPhoneXSMax_M,iPhoneXSMax_M
1376,247,390,1,iPhoneXSMax_M,iPhoneXSMax_M
1377,247,390,1,iPhoneXSMax_M,iPhoneXSMax_M
1378,330,333,1,iPhoneXSMax_M,iPhoneXSMax_M
1379,330,333,1,iPhoneXSMax_M,iPhoneXSMax_M
1380,134,228,1,iPhoneXSMax_M,iPhoneXSMax_M
1381,134,228,1,iPhoneXSMax_M,iPhoneXSMax_M
1382,157,520,1,iPhoneXSMax_M,iPhoneXSMax_M
1383,157,520,1,iPhoneXSMax_M,iPhoneXSMax_M
1384,415,520,1,iPhoneXSMax_M,iPhoneXSMax_M
1385,415,520,1,iPhoneXSMax_M,iPhoneXSMax_M
1386,149,320,1,iPhoneXSMax_M,iPhoneXSMax_M
1387,149,320,1,iPhoneXSMax_M,iPhoneXSMax_M
1388,157,390,1,iPhoneXSMax_M,iPhoneXSMax_M
1389,157,390,1,iPhoneXSMax_M,iPhoneXSMax_M
1390,157,228,1,iPhoneXSMax_M,iPhoneXSMax_M
1391,157,228,1,iPhoneXSMax_M,iPhoneXSMax_M
1392,333,452,1,iPhoneXSMax_M,iPhoneXSMax_M
1393,333,452,1,iPhoneXSMax_M,iPhoneXSMax_M
1394,424,452,1,iPhoneXSMax_M,iPhoneXSMax_M
1395,424,452,1,iPhoneXSMax_M,iPhoneXSMax_M
1396,152,915,1,iPhoneXSMax_M,iPhoneXSMax_M
1397,152,915,1,iPhoneXSMax_M,iPhoneXSMax_M
1398,103,228,1,iPhoneXSMax_M,iPhoneXSMax_M
1399,103,228,1,iPhoneXSMax_M,iPhoneXSMax_M
1400,210,386,1,iPhoneXSMax_M,iPhoneXSMax_M
1401,210,386,1,iPhoneXSMax_M,iPhoneXSMax_M
1402,32,257,1,iPhoneXSMax_M,iPhoneXSMax_M
1403,32,257,1,iPhoneXSMax_M,iPhoneXSMax_M
1404,386,415,1,iPhoneXSMax_M,iPhoneXSMax_M
1405,386,415,1,iPhoneXSMax_M,iPhoneXSMax_M
1406,168,247,1,iPhoneXSMax_M,iPhoneXSMax_M
1407,168,247,1,iPhoneXSMax_M,iPhoneXSMax_M
1408,320,381,1,iPhoneXSMax_M,iPhoneXSMax_M
1409,320,381,1,iPhoneXSMax_M,iPhoneXSMax_M
1410,414,913,1,iPhoneXSMax_M,iPhoneXSMax_M
1411,414,913,1,iPhoneXSMax_M,iPhoneXSMax_M
1412,152,156,1,iPhoneXSMax_M,iPhoneXSMax_M
1413,152,156,1,iPhoneXSMax_M,iPhoneXSMax_M
1414,32,156,1,iPhoneXSMax_M,iPhoneXSMax_M
1415,32,156,1,iPhoneXSMax_M,iPhoneXSMax_M
1416,181,915,1,iPhoneXSMax_M,iPhoneXSMax_M
1417,181,915,1,iPhoneXSMax_M,iPhoneXSMax_M
1418,184,228,1,iPhoneXSMax_M,iPhoneXSMax_M
1419,184,228,1,iPhoneXSMax_M,iPhoneXSMax_M
1420,224,552,1,iPhoneXSMax_M,iPhoneXSMax_M
1421,224,552,1,iPhoneXSMax_M,iPhoneXSMax_M
1422,156,210,1,iPhoneXSMax_M,iPhoneXSMax_M
1423,156,210,1,iPhoneXSMax_M,iPhoneXSMax_M
1424,152,414,1,iPhoneXSMax_M,iPhoneXSMax_M
1425,152,414,1,iPhoneXSMax_M,iPhoneXSMax_M
1426,452,508,1,iPhoneXSMax_M,iPhoneXSMax_M
1427,452,508,1,iPhoneXSMax_M,iPhoneXSMax_M
1428,181,532,1,iPhoneXSMax_M,iPhoneXSMax_M
1429,181,532,1,iPhoneXSMax_M,iPhoneXSMax_M
1430,184,554,1,iPhoneXSMax_M,iPhoneXSMax_M
1431,184,554,1,iPhoneXSMax_M,iPhoneXSMax_M
1432,247,903,1,iPhoneXSMax_M,iPhoneXSMax_M
1433,247,903,1,iPhoneXSMax_M,iPhoneXSMax_M
1434,156,919,1,iPhoneXSMax_M,iPhoneXSMax_M
1435,156,919,1,iPhoneXSMax_M,iPhoneXSMax_M
1436,381,415,1,iPhoneXSMax_M,iPhoneXSMax_M
1437,381,415,1,iPhoneXSMax_M,iPhoneXSMax_M
1438,115,330,1,iPhoneXSMax_M,iPhoneXSMax_M
1439,115,330,1,iPhoneXSMax_M,iPhoneXSMax_M
1440,440,915,1,iPhoneXSMax_M,iPhoneXSMax_M
1441,440,915,1,iPhoneXSMax_M,iPhoneXSMax_M
1442,414,523,1,iPhoneXSMax_M,iPhoneXSMax_M
1443,414,523,1,iPhoneXSMax_M,iPhoneXSMax_M
1444,520,913,1,iPhoneXSMax_M,iPhoneXSMax_M
1445,520,913,1,iPhoneXSMax_M,iPhoneXSMax_M
1446,157,452,1,iPhoneXSMax_M,iPhoneXSMax_M
1447,157,452,1,iPhoneXSMax_M,iPhoneXSMax_M
1448,330,381,1,iPhoneXSMax_M,iPhoneXSMax_M
1449,330,381,1,iPhoneXSMax_M,iPhoneXSMax_M
1450,320,915,1,iPhoneXSMax_M,iPhoneXSMax_M
1451,320,915,1,iPhoneXSMax_M,iPhoneXSMax_M
1452,156,554,1,iPhoneXSMax_M,iPhoneXSMax_M
1453,156,554,1,iPhoneXSMax_M,iPhoneXSMax_M
1454,257,333,1,iPhoneXSMax_M,iPhoneXSMax_M
1455,257,333,1,iPhoneXSMax_M,iPhoneXSMax_M
1456,181,415,1,iPhoneXSMax_M,iPhoneXSMax_M
1457,181,415,1,iPhoneXSMax_M,iPhoneXSMax_M
1458,532,915,1,iPhoneXSMax_M,iPhoneXSMax_M
1459,532,915,1,iPhoneXSMax_M,iPhoneXSMax_M
1460,181,520,1,iPhoneXSMax_M,iPhoneXSMax_M
1461,181,520,1,iPhoneXSMax_M,iPhoneXSMax_M
1462,224,903,1,iPhoneXSMax_M,iPhoneXSMax_M
1463,224,903,1,iPhoneXSMax_M,iPhoneXSMax_M
1464,103,118,1,iPhoneXSMax_M,iPhoneXSMax_M
1465,103,118,1,iPhoneXSMax_M,iPhoneXSMax_M
1466,118,152,1,iPhoneXSMax_M,iPhoneXSMax_M
1467,118,152,1,iPhoneXSMax_M,iPhoneXSMax_M
1468,390,554,1,iPhoneXSMax_M,iPhoneXSMax_M
1469,390,554,1,iPhoneXSMax_M,iPhoneXSMax_M
1470,390,415,1,iPhoneXSMax_M,iPhoneXSMax_M
1471,390,415,1,iPhoneXSMax_M,iPhoneXSMax_M
1472,520,523,1,iPhoneXSMax_M,iPhoneXSMax_M
1473,520,523,1,iPhoneXSMax_M,iPhoneXSMax_M
1474,508,915,1,iPhoneXSMax_M,iPhoneXSMax_M
1475,508,915,1,iPhoneXSMax_M,iPhoneXSMax_M
1476,320,333,1,iPhoneXSMax_M,iPhoneXSMax_M
1477,320,333,1,iPhoneXSMax_M,iPhoneXSMax_M
1478,134,187,1,iPhoneXSMax_M,iPhoneXSMax_M
1479,134,187,1,iPhoneXSMax_M,iPhoneXSMax_M
1480,752,754,1,HuaweiHonor9_R,HuaweiHonor9_R
1481,752,754,1,HuaweiHonor9_R,HuaweiHonor9_R
1482,655,817,1,HuaweiHonor9_R,HuaweiHonor9_R
1483,655,817,1,HuaweiHonor9_R,HuaweiHonor9_R
1484,710,803,1,HuaweiHonor9_R,HuaweiHonor9_R
1485,710,803,1,HuaweiHonor9_R,HuaweiHonor9_R
1486,615,863,1,HuaweiHonor9_R,HuaweiHonor9_R
1487,615,863,1,HuaweiHonor9_R,HuaweiHonor9_R
1488,328,839,1,HuaweiHonor9_R,HuaweiHonor9_R
1489,328,839,1,HuaweiHonor9_R,HuaweiHonor9_R
1490,732,752,1,HuaweiHonor9_R,HuaweiHonor9_R
1491,732,752,1,HuaweiHonor9_R,HuaweiHonor9_R
1492,703,719,1,HuaweiHonor9_R,HuaweiHonor9_R
1493,703,719,1,HuaweiHonor9_R,HuaweiHonor9_R
1494,560,845,1,HuaweiHonor9_R,HuaweiHonor9_R
1495,560,845,1,HuaweiHonor9_R,HuaweiHonor9_R
1496,757,861,1,HuaweiHonor9_R,HuaweiHonor9_R
1497,757,861,1,HuaweiHonor9_R,HuaweiHonor9_R
1498,623,845,1,HuaweiHonor9_R,HuaweiHonor9_R
1499,623,845,1,HuaweiHonor9_R,HuaweiHonor9_R
1500,662,752,1,HuaweiHonor9_R,HuaweiHonor9_R
1501,662,752,1,HuaweiHonor9_R,HuaweiHonor9_R
1502,621,715,1,HuaweiHonor9_R,HuaweiHonor9_R
1503,621,715,1,HuaweiHonor9_R,HuaweiHonor9_R
1504,710,716,1,HuaweiHonor9_R,HuaweiHonor9_R
1505,710,716,1,HuaweiHonor9_R,HuaweiHonor9_R
1506,749,817,1,HuaweiHonor9_R,HuaweiHonor9_R
1507,749,817,1,HuaweiHonor9_R,HuaweiHonor9_R
1508,662,674,1,HuaweiHonor9_R,HuaweiHonor9_R
1509,662,674,1,HuaweiHonor9_R,HuaweiHonor9_R
1510,732,749,1,HuaweiHonor9_R,HuaweiHonor9_R
1511,732,749,1,HuaweiHonor9_R,HuaweiHonor9_R
1512,657,836,1,HuaweiHonor9_R,HuaweiHonor9_R
1513,657,836,1,HuaweiHonor9_R,HuaweiHonor9_R
1514,801,845,1,HuaweiHonor9_R,HuaweiHonor9_R
1515,801,845,1,HuaweiHonor9_R,HuaweiHonor9_R
1516,674,780,1,HuaweiHonor9_R,HuaweiHonor9_R
1517,674,780,1,HuaweiHonor9_R,HuaweiHonor9_R
1518,688,800,1,HuaweiHonor9_R,HuaweiHonor9_R
1519,688,800,1,HuaweiHonor9_R,HuaweiHonor9_R
1520,598,780,1,HuaweiHonor9_R,HuaweiHonor9_R
1521,598,780,1,HuaweiHonor9_R,HuaweiHonor9_R
1522,626,790,1,HuaweiHonor9_R,HuaweiHonor9_R
1523,626,790,1,HuaweiHonor9_R,HuaweiHonor9_R
1524,710,808,1,HuaweiHonor9_R,HuaweiHonor9_R
1525,710,808,1,HuaweiHonor9_R,HuaweiHonor9_R
1526,615,763,1,HuaweiHonor9_R,HuaweiHonor9_R
1527,615,763,1,HuaweiHonor9_R,HuaweiHonor9_R
1528,623,801,1,HuaweiHonor9_R,HuaweiHonor9_R
1529,623,801,1,HuaweiHonor9_R,HuaweiHonor9_R
1530,790,862,1,HuaweiHonor9_R,HuaweiHonor9_R
1531,790,862,1,HuaweiHonor9_R,HuaweiHonor9_R
1532,749,794,1,HuaweiHonor9_R,HuaweiHonor9_R
1533,749,794,1,HuaweiHonor9_R,HuaweiHonor9_R
1534,804,868,1,HuaweiHonor9_R,HuaweiHonor9_R
1535,804,868,1,HuaweiHonor9_R,HuaweiHonor9_R
1536,719,836,1,HuaweiHonor9_R,HuaweiHonor9_R
1537,719,836,1,HuaweiHonor9_R,HuaweiHonor9_R
1538,777,861,1,HuaweiHonor9_R,HuaweiHonor9_R
1539,777,861,1,HuaweiHonor9_R,HuaweiHonor9_R
1540,663,716,1,HuaweiHonor9_R,HuaweiHonor9_R
1541,663,716,1,HuaweiHonor9_R,HuaweiHonor9_R
1542,703,763,1,HuaweiHonor9_R,HuaweiHonor9_R
1543,703,763,1,HuaweiHonor9_R,HuaweiHonor9_R
1544,771,784,1,HuaweiHonor9_R,HuaweiHonor9_R
1545,771,784,1,HuaweiHonor9_R,HuaweiHonor9_R
1546,614,777,1,HuaweiHonor9_R,HuaweiHonor9_R
1547,614,777,1,HuaweiHonor9_R,HuaweiHonor9_R
1548,785,839,1,HuaweiHonor9_R,HuaweiHonor9_R
1549,785,839,1,HuaweiHonor9_R,HuaweiHonor9_R
1550,772,848,1,HuaweiHonor9_R,HuaweiHonor9_R
1551,772,848,1,HuaweiHonor9_R,HuaweiHonor9_R
1552,623,749,1,HuaweiHonor9_R,HuaweiHonor9_R
1553,623,749,1,HuaweiHonor9_R,HuaweiHonor9_R
1554,784,794,1,HuaweiHonor9_R,HuaweiHonor9_R
1555,784,794,1,HuaweiHonor9_R,HuaweiHonor9_R
1556,739,845,1,HuaweiHonor9_R,HuaweiHonor9_R
1557,739,845,1,HuaweiHonor9_R,HuaweiHonor9_R
1558,757,845,1,HuaweiHonor9_R,HuaweiHonor9_R
1559,757,845,1,HuaweiHonor9_R,HuaweiHonor9_R
1560,626,856,1,HuaweiHonor9_R,HuaweiHonor9_R
1561,626,856,1,HuaweiHonor9_R,HuaweiHonor9_R
1562,775,803,1,HuaweiHonor9_R,HuaweiHonor9_R
1563,775,803,1,HuaweiHonor9_R,HuaweiHonor9_R
1564,591,844,1,HuaweiHonor9_R,HuaweiHonor9_R
1565,591,844,1,HuaweiHonor9_R,HuaweiHonor9_R
1566,621,741,1,HuaweiHonor9_R,HuaweiHonor9_R
1567,621,741,1,HuaweiHonor9_R,HuaweiHonor9_R
1568,808,845,1,HuaweiHonor9_R,HuaweiHonor9_R
1569,808,845,1,HuaweiHonor9_R,HuaweiHonor9_R
1570,560,780,1,HuaweiHonor9_R,HuaweiHonor9_R
1571,560,780,1,HuaweiHonor9_R,HuaweiHonor9_R
1572,623,785,1,HuaweiHonor9_R,HuaweiHonor9_R
1573,623,785,1,HuaweiHonor9_R,HuaweiHonor9_R
1574,328,752,1,HuaweiHonor9_R,HuaweiHonor9_R
1575,328,752,1,HuaweiHonor9_R,HuaweiHonor9_R
1576,784,836,1,HuaweiHonor9_R,HuaweiHonor9_R
1577,784,836,1,HuaweiHonor9_R,HuaweiHonor9_R
1578,598,739,1,HuaweiHonor9_R,HuaweiHonor9_R
